Id,Title, Artist, Year, Duo, Explicit, Date Added, Styles, Languages
50375,"I Know What You Did Last Summer","Shawn Mendes",2015,1,0,2016-03-01,"Pop,Duet",English
7002,"What She's Doing Now","Garth Brooks",1991,0,0,2018-06-25,"Country,Soft rock",English
32219,"What Do You Want to Make Those Eyes at Me For?","Emile Ford",1959,0,0,2016-11-14,"Rock 'n Roll",English
30052,"What I Did for Love","A Chorus Line",1985,0,0,2018-09-03,"TV & movie soundtrack,Musical",English
26915,"What Child Is This","Christmas Carol",1865,0,0,2011-05-30,"Christmas,Christian,Traditional",English
26644,"What I Am","Edie Brickell",1988,0,0,2012-01-25,"Pop,Rock",English
20971,"What A Difference A Day Makes","Esther Phillips",1975,0,0,2012-08-15,"Disco,Soul",English
52824,"What Do I Know?","Ed Sheeran",2017,0,0,2017-04-04,Pop,English
18960,"What Are You Doing The Rest Of Your Life?","Michel Legrand",1969,0,0,2014-10-17,"TV & movie soundtrack,Jazz,Musical",English
8303,"What Now My Love","Frank Sinatra",1966,0,0,2011-05-31,Jazz,English
54808,"It Is No Secret (What God Can Do) (With The Royal Philharmonic Orchestra)","Elvis Presley",2017,0,0,2018-01-03,"Love,Gospel",English
19089,"Don't Tell Me What to Do","Pam Tillis",1990,0,0,2017-04-21,Country,English
29164,"Just Dropped In (To See What My Condition Was In)","Kenny Rogers And The First Edition",1968,0,0,2012-02-07,Rock,English
33497,"I Am What I Am","Shirley Bassey",1984,0,0,2011-08-10,"Musical,Classical",English
10283,"(What a) Wonderful World","Art Garfunkel",1978,0,0,2017-02-22,Folk,English
44945,"What's Going On","Donny Hathaway",1972,0,0,2013-10-08,"Soul,Jazz",English
25731,"What a Wonderful World","Eva Cassidy",2004,0,0,2018-06-09,"Soul,Love,Soft rock",English
18398,"That's What I Like About You","Trisha Yearwood",1991,0,0,2018-02-22,Country,English
17842,"I Want To Know What Love Is","Tina Arena",1997,0,0,2014-04-22,"Pop,Love",English
31050,"This Is What You Are","Mario Biondi",2006,0,0,2011-05-31,"Soul,Jazz",English
27563,"Whataya Want From Me","Adam Lambert",2009,0,0,2011-05-30,"Pop,Rock",English
27093,"What A Wonderful World","Renee Olstead",2000,0,0,2011-05-30,"Jazz,Pop",English
25593,"Baby (You've Got What It Takes)","Michael Bublé",2009,1,0,2011-05-30,"Blues,Jazz,Duet",English
46691,"Turn Down For What","DJ Snake",2013,0,0,2015-06-10,Electro,English
42278,"Watch What Happens",Newsies,2012,0,0,2015-04-08,Musical,English
31109,"I Am What I Am","La Cage aux Folles",1983,0,0,2011-08-16,Musical,English
49093,"What I Did For Love","Josh Groban",2015,0,0,2015-05-26,"Pop,Soft rock,Love,Musical",English
18657,"What'll I Do","Linda Ronstadt",1983,0,0,2015-04-08,"Jazz,Love",English
22418,"I Am What I Am (Single version)","Gloria Gaynor",1983,0,0,2015-04-10,"Pop,80s",English
15370,"What Would You Do","City High",2001,0,0,2018-07-13,"R&B,Rap",English
54416,"What'd I Miss",Hamilton,2015,0,0,2018-01-25,"Musical,Rap,Pop",English
39064,"What Child Is This","Carrie Underwood",2007,0,0,2011-12-27,Christmas,English
24815,"What's Your Name","Lynyrd Skynyrd",1977,0,0,2011-05-31,Rock,English
7118,"Baby (You've Got What It Takes)","Brook Benton",1960,1,0,2017-02-09,"Rock 'n Roll,Duet,Oldies",English
5273,"What Am I To You","Norah Jones",2004,0,0,2013-01-30,"Soft rock,Pop",English
16799,"What It Takes",Aerosmith,1989,0,0,2015-05-01,"Rock,Hard/Metal",English
22657,"Whatever It Is","Zac Brown Band",2009,0,0,2011-05-30,"Soft rock,Country",English
54087,"Do What You Do, Do Well","Michael English",2015,0,0,2017-10-11,Pop,English
32119,"I Am What I Am","John Barrowman",2008,0,0,2011-08-17,"Pop,Classical",English
21370,"What Can I Do","The Corrs",1998,0,0,2014-10-29,"Pop,Love",English
30224,"What About Love",Heart,1985,0,0,2012-01-20,"Rock,Love",English
7665,"Oh, What A Night","The Dells",1956,0,0,2017-08-31,"Soul,Love",English
30970,"You Got What It Takes",Showaddywaddy,1977,0,0,2018-01-03,"Rock 'n Roll",English
7059,"What Now My Love","Elvis Presley",1973,0,0,2011-05-30,Rock,English
54606,"What A Difference A Day Makes","Dean Martin",1962,0,0,2018-01-02,"Love,Pop",English
24695,"Whatcha Say","Jason Derulo",2009,0,0,2011-05-30,R&B,English
12406,"What Time Is It?","High School Musical 2",2007,0,0,2015-04-16,"TV & movie soundtrack,Pop",English
30884,"Money (That's What I Want)","Barrett Strong",1959,0,0,2011-06-01,"Rock 'n Roll",English
26247,"Do You Hear What I Hear?","Carrie Underwood",2008,0,0,2011-11-21,Christmas,English
13764,"Who Am I? (What's My Name)","Snoop Dogg",1993,0,0,2017-06-16,Rap,English
45112,"Listen to What the Man Said","Paul McCartney",1975,0,0,2013-10-08,"Soft rock",English
33286,"What Do You Want To Make Those Eyes At Me For?","Shakin' Stevens",1987,0,0,2012-01-27,"Rock 'n Roll",English
32157,"What Colour Is The Wind","Charlie Landsborough",1994,0,0,2018-06-01,"Folk,Country",English
43524,"This Is What It Feels Like","Armin Van Buuren",2013,0,0,2013-05-20,"Pop,Electro",English
54550,"For What It's Worth","Liam Gallagher",2017,0,0,2017-11-29,"Pop,Rock",English
6253,"What The World Needs","Wynonna Judd",2003,0,0,2011-10-08,Country,English
15011,"What You Are",Audioslave,2004,0,0,2013-07-01,"Rock,Alternative",English
49209,"What A Difference A Day Makes","Renee Olstead",2004,0,0,2015-05-26,"Jazz,Soul",English
31005,"What A Difference A Day Makes","Bobby Darin",1964,0,0,2015-09-07,"Jazz,Love",English
25412,"I Want To Know What Love Is","Mariah Carey",2009,0,0,2012-06-27,"Pop,Soul,Love",English
6248,"What You're Made Of (Même si)","Lucie Silvas",2006,1,0,2011-05-30,"Pop,French pop,Duet","English, French"
40104,"What Have You Got Planned Tonight Diana","Merle Haggard",1976,0,0,2016-08-08,Country,English
52348,"What Is Love","Lost Frequencies",2016,0,0,2017-01-19,"Dance,Electro,Pop",English
49118,"What'll Keep Me Out Of Heaven","Brandy Clark",2013,0,0,2015-05-31,"Country,Soft rock",English
21937,"What If","Kate Winslet",2001,0,0,2011-05-31,"Christmas,TV & movie soundtrack,Soft rock, Love",English
40664,"Please, Please, Please Let Me Get What I Want","The Smiths",1984,0,0,2014-03-27,"Alternative,Rock",English
12999,"Say What You Want",Texas,1997,0,0,2015-03-08,"Pop,Rock",English
34427,"What I Did for Love",Glee,2010,0,0,2011-05-30,"TV & movie soundtrack,Musical,Pop",English
49684,"Flashdance (What A Feeling)",Glee,2012,0,0,2015-09-22,"Pop,TV & movie soundtrack,Musical,80s",English
51320,"What About Me","Moving Pictures",1981,0,0,2016-07-19,"Soft rock,Pop",English
10850,"What'd I Say","Elvis Presley",1964,0,0,2017-02-27,"Rock 'n Roll,TV & movie soundtrack",English
6906,"If You Know What I Mean","Neil Diamond",1976,0,0,2015-10-14,"Soft rock",English
33061,"I Did What I Did For Maria","Tony Christie",1971,0,0,2014-10-30,Pop,English
55454,"What is Love","Postmodern Jukebox",2017,0,0,2018-05-18,"Jazz,Soul,Love",English
34320,"What's This?","The Nightmare Before Christmas",1993,0,0,2011-05-31,"TV & movie soundtrack,Christmas,Musical",English
6331,"Whatcha Gonna Do?","Pablo Cruise",1977,0,0,2018-05-14,"Funk,Rock",English
44800,Whatever,Cro,2013,0,0,2014-05-05,"Pop,Rap",German
50570,"Watch What Happens","Natalie Cole",2011,1,0,2016-03-03,"Jazz,Duet",English
50683,"What Now, My Love? (with the Royal Philharmonic Orchestra)","Elvis Presley",2015,0,0,2016-03-21,Pop,English
45998,"What Is Life","George Harrison",1971,0,0,2014-02-20,"Rock,Pop",English
34462,"Do You Hear What I Hear","Children's Chorus",1955,0,0,2011-05-30,"Christmas,Kids",English
8823,"What A Girl Wants","Christina Aguilera",1999,0,0,2011-09-23,"Teen pop,Pop",English
38154,"What The Water Gave Me","Florence + The Machine",2011,0,0,2013-04-30,"Pop,Alternative",English
27291,"What Now My Love (With Aretha Franklin)","Frank Sinatra",1966,1,0,2017-08-01,"Jazz,Duet",English
36717,"What Is Love?","Howard Jones",1983,0,0,2015-08-25,80s,English
